LFQ intensity 1	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 19	LFQ intensity 2	LFQ intensity 20	LFQ intensity 21	LFQ intensity 22	LFQ intensity 23	LFQ intensity 24	LFQ intensity 25	LFQ intensity 26	LFQ intensity 27	LFQ intensity 28	LFQ intensity 29	LFQ intensity 3	LFQ intensity 30	LFQ intensity 31	LFQ intensity 32	LFQ intensity 33	LFQ intensity 34	LFQ intensity 35	LFQ intensity 36	LFQ intensity 37	LFQ intensity 38	LFQ intensity 39	LFQ intensity 4	LFQ intensity 40	LFQ intensity 41	LFQ intensity 42	LFQ intensity 43	LFQ intensity 44	LFQ intensity 45	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	N: N: Peptides	N: N: Razor + unique peptides	N: N: Unique peptides	N: N: Sequence coverage [%]	N: N: Unique + razor sequence coverage [%]	N: N: Unique sequence coverage [%]	N: N: Mol, weight [kDa]	N: N: Q-value	N: N: Score	N: N: Intensity	N: N: MS/MS count	T: T: Protein IDs	T: T: Majority protein IDs	T: T: Protein names	T: T: Gene names
23,0188	22,6488	23,4099	21,8919	21,2651	22,6126	21,6795	22,4913	22,977	21,3978	22,7704	22,0356	22,8554	21,6875	21,9496	23,8306	21,4621	22,2123	22,7151	26,5099	22,7537	21,6507	24,2344	21,6709	21,9886	21,8452	23,3424	22,1524	21,8587	22,3641	21,8984	22,421	22,4134	23,0243	22,232	22,1568	22,7611	21,8088	22,035	24,7973	22,0093	22,1664	23,0202	22,8708	22,0731	6	6	6	356	356	356	25921	0	20285	317600000	6	Q9BQ50;Q9BQ50-1	Q9BQ50;Q9BQ50-1	Three prime repair exonuclease 2	TREX2
22,6419	22,6451	22,9436	22,232	22,3845	22,3908	21,9337	22,2386	20,4974	22,3567	22,2464	22,5341	23,3307	21,1791	22,3509	21,867	21,0222	21,928	22,2389	22,2162	22,6092	21,7534	22,6331	22,5349	21,3217	22,3867	22,6978	21,403	22,9435	22,5255	21,4969	21,5473	22,1173	22,9107	21,908	20,8593	22,3822	21,6886	22,549	24,8588	22,9762	22,2684	22,3177	22,2669	21,8188	1	1	1	48	48	48	30957	44683	73965	78748000	0	Q9BQ51	Q9BQ51	Programmed cell death 1 ligand 2	PDCD1LG2
22,9143	22,6716	22,6235	22,636	23,0283	21,4486	22,0338	21,3757	21,7692	22,5155	20,5345	21,6229	22,484	21,4182	22,7656	22,2022	23,2313	23,1239	22,5004	21,909	23,5805	22,3168	22,6289	23,2262	22,132	21,464	22,2374	22,6918	22,2091	21,859	22,1184	22,3377	22,1312	22,4808	21,6524	21,2909	21,8124	22,652	22,5183	25,6362	21,7966	21,931	21,947	22,5628	20,7307	2	2	2	29	29	29	92218	36675	18239	36347000	1	Q9BQ52;Q9BQ52-4;Q9BQ52-3	Q9BQ52;Q9BQ52-4;Q9BQ52-3	Zinc phosphodiesterase ELAC protein 2	ELAC2
23,2581	23,6881	22,133	23,1166	21,956	22,0448	22,7278	22,2614	22,4273	23,6266	21,8451	23,0992	21,9973	23,2451	23,1562	22,1424	22,515	22,4714	22,5392	23,4447	21,821	22,2814	22,9554	22,4113	23,0137	22,3696	23,2863	21,2356	21,5752	21,5293	22,1276	22,1379	23,2983	22,2256	23,3893	22,9066	23,0038	22,5381	23,4117	25,6614	23,232	21,8443	23,4651	23,3026	23,2024	2	2	2	77	77	77	35505	41408	55583	399410000	54	Q9BQ69	Q9BQ69	O-acetyl-ADP-ribose deacetylase MACROD1	MACROD1
23,293	22,5221	22,4038	22,8749	23,4316	22,9878	22,7012	22,5311	22,9399	22,5844	22,4009	23,0433	23,2405	21,9432	21,7771	21,4953	22,4195	22,0177	22,8158	21,1263	21,6264	22,5738	23,206	22,084	22,875	22,8679	23,7361	22,2515	22,5396	21,9212	22,3934	22,968	23,3027	22,9035	23,0526	23,1787	22,7321	23,6635	23,9049	23,5709	22,5167	22,9949	22,7766	21,8488	21,4065	4	4	4	87	87	87	76666	4787	89052	303220000	56	Q9BQ70	Q9BQ70	Transcription factor 25	TCF25
22,4933	22,8786	23,5329	22,5682	21,3672	21,5777	22,3157	22,3152	22,3346	21,1814	22,3814	22,4585	22,2774	22,3423	23,5012	22,6563	22,5191	21,7172	21,4785	21,5925	22,4234	22,1949	22,4026	22,9094	23,5979	21,817	22,9261	22,2527	20,9599	21,9567	20,9859	21,8537	22,8632	23,1265	22,2466	22,1247	23,9819	22,5793	23,4167	24,7605	21,7168	22,2565	22,3458	20,8497	21,0338	3	3	3	108	108	108	36724	47619	87906	306190000	36	Q9BQA1;Q9BQA1-2	Q9BQA1;Q9BQA1-2	Methylosome protein 50	WDR77
21,9985	23,9477	22,1762	23,7977	22,4824	23,4156	21,7925	22,1801	23,2529	21,2408	22,2984	23,261	23,7392	21,9425	23,7451	23,6527	22,2756	22,6487	24,0474	22,5715	23,8646	21,716	22,4423	23,8306	22,9518	22,0647	23,2877	22,0374	23,4995	21,5915	21,0807	21,405	23,5827	22,0061	22,8488	22,8636	22,3456	22,4086	23,1017	24,5652	22,0214	22,5533	23,765	21,1442	20,873	3	3	3	225	225	225	19436	19743	24336	537180000	42	Q9BQA9-2;Q9BQA9	Q9BQA9-2;Q9BQA9	Uncharacterized protein C17orf62	C17orf62
23,8339	22,8542	22,6904	27,3589	27,4305	22,4718	22,127	21,8645	27,6294	27,7181	22,0917	21,5591	27,9025	21,6407	23,0039	23,9846	21,4039	20,5313	22,9927	21,7821	28,0567	21,4905	23,4507	22,1892	22,0677	22,4045	22,3151	21,3497	22,4931	23,1773	21,9494	21,9819	22,5806	21,7444	22,308	21,3868	22,4558	23,2863	22,6776	24,5581	22,2555	27,2687	22,9689	28,0903	22,2608	1	1	1	141	141	141	98745	0	81579	13662000000	114	Q9BQB6-3;Q9BQB6-2;Q9BQB6	Q9BQB6-3;Q9BQB6-2;Q9BQB6	Vitamin K epoxide reductase complex subunit 1	VKORC1
33,5917	33,4881	33,5731	33,6762	33,6782	33,6735	33,7962	33,7662	33,7978	33,7494	33,7569	33,8182	33,6869	33,7049	33,812	33,6531	33,6083	33,6861	33,7782	33,5913	33,6545	33,6343	33,4491	33,542	33,4905	33,6847	33,3199	33,6008	33,7556	33,5584	33,7904	33,6458	33,3916	33,5466	33,7219	33,8417	33,4438	33,2113	33,2316	32,8769	33,8668	33,5529	33,7117	33,585	33,5444	28	28	3	704	704	134	49895	0	32331	9,2052E+15	5570	Q9BQE3	Q9BQE3	Tubulin alpha-1C chain	TUBA1C
24,8421	24,8105	25,8227	25,5486	25,0092	21,688	25,4637	23,0859	22,8956	25,2296	25,0922	21,9206	22,5639	25,9073	25,6922	25,811	25,7274	25,4369	25,5371	25,3265	25,3598	25,6031	24,5434	25,59	25,5183	25,802	26,2572	25,293	25,7932	25,5097	21,3599	21,8411	25,5731	22,8035	22,1878	25,6059	26,8341	26,3801	25,3859	24,7953	22,2	25,0288	22,3582	24,6842	21,9072	6	6	6	202	202	202	37078	0	48922	2861400000	117	Q9BQE5	Q9BQE5	Apolipoprotein L2	APOL2
23,3672	23,1218	22,77	23,6434	22,4526	22,1222	21,6242	23,8196	22,8459	22,7995	22,2505	23,621	22,988	21,518	23,0423	21,3902	21,3866	22,9323	21,6002	23,1203	23,8771	22,3308	22,5166	22,5647	21,7516	24,3738	23,0122	23,0344	21,3183	21,6613	21,5242	21,7716	21,6649	21,4103	21,8946	21,7381	22,5878	22,904	22,6932	25,6653	21,2194	22,3093	22,2567	24,2135	22,5403	2	2	2	105	105	105	19997	38595	44371	1330400000	81	Q9BQJ4	Q9BQJ4	Transmembrane protein 47	TMEM47
23,5211	21,8751	22,0696	22,4222	22,221	21,9517	21,2925	22,5047	21,7538	23,0433	21,7075	21,2755	21,8391	21,0501	22,3249	21,5229	22,5821	22,1429	21,8411	22,4919	21,6151	22,0346	22,5941	24,3486	21,8168	22,1242	23,3316	21,4337	21,4784	21,6166	22,1857	21,6095	22,2939	21,1842	22,5769	22,0281	21,5735	22,6905	22,8334	23,5518	21,9964	22,1853	22,5391	22,5092	22,7076	2	2	2	109	109	109	46482	88287	15575	23377000	3	Q9BQQ3;Q9BQQ3-3;Q9BQQ3-2	Q9BQQ3;Q9BQQ3-3;Q9BQQ3-2	Golgi reassembly-stacking protein 1	GORASP1
21,8857	23,3285	24,6306	24,3457	22,2807	23,2149	22,5837	22,0586	23,246	23,1072	21,8545	22,3653	22,6495	20,7882	22,2498	22,119	21,8692	22,6601	22,4474	22,3368	22,9347	22,0567	22,6463	22,4508	22,2109	20,7748	21,8616	21,8702	22,4711	23,9421	22,9302	23,2031	22,0661	21,4416	22,8789	22,5057	22,1843	22,836	23,4772	23,8364	21,8185	21,6346	21,7902	22,9819	22,0011	2	2	2	18	18	18	16698	57045	15414	94192000	12	Q9BQS8;Q9BQS8-4;Q9BQS8-3;Q9BQS8-2	Q9BQS8;Q9BQS8-4;Q9BQS8-3;Q9BQS8-2	FYVE and coiled-coil domain-containing protein 1	FYCO1
25,327	22,3666	25,8369	21,6911	25,0293	22,1292	21,8045	25,5831	25,1227	22,2219	25,197	26,2406	21,9341	27,0397	26,1037	25,735	26,1605	26,4633	26,3871	26,2254	26,4147	26,7025	22,2935	26,3954	26,7242	26,6589	26,3281	26,5372	26,4921	26,4603	26,102	26,3795	26,5161	26,097	26,361	26,4968	26,7579	26,5683	26,7501	26,8215	22,308	23,519	26,0514	25,3077	21,7178	10	10	9	231	231	217	54234	0	46923	4391500000	153	Q9BR76	Q9BR76	Coronin-1B	CORO1B
23,0801	22,9133	23,466	22,2382	25,2695	22,8489	21,4305	21,8397	21,6013	22,4657	21,3384	22,1876	21,5841	21,0813	22,835	23,7301	24,4056	22,6918	21,6836	21,5111	21,7279	21,1866	24,5948	22,3699	24,3675	22,4321	22,6313	22,8071	22,4631	22,59	22,4302	23,8448	23,6225	22,0001	23,1263	21,3822	23,1605	22,5446	22,6175	25,0787	22,0742	23,3847	23,2615	22,9407	22,024	2	2	2	228	228	228	13941	53648	12785	595160000	45	Q9BRA2	Q9BRA2	Thioredoxin domain-containing protein 17	TXNDC17
27,7732	27,7584	27,5585	27,8275	27,6794	27,7326	27,7294	27,6325	27,6547	27,6997	27,7286	27,8915	27,5486	27,4914	27,6009	27,653	27,7181	27,7398	27,6069	27,4947	27,808	27,8174	27,5884	27,7112	27,4888	27,6101	27,4478	27,4452	27,663	27,6485	27,4333	27,4983	27,5976	27,5788	27,5127	27,3102	27,3565	27,3737	27,3571	27,5191	27,8761	27,8629	27,6945	27,8625	27,7898	10	10	10	459	459	459	35548	0	32331	15682000000	386	Q9BRF8;Q9BRF8-2;Q9BRF8-3	Q9BRF8;Q9BRF8-2	Serine/threonine-protein phosphatase CPPED1	CPPED1
22,2308	23,4783	23,2979	22,3805	22,9827	22,0695	22,4847	24,039	22,4696	23,3724	22,0631	23,6344	23,3318	21,5811	22,5542	22,9721	22,2178	22,4291	22,3557	23,2265	23,3872	22,1319	22,9375	23,0993	23,6355	21,9613	22,4099	22,0306	22,4674	21,344	23,3753	22,2743	22,1506	23,5912	21,7289	21,3223	22,7545	21,9998	22,7404	24,7894	22,0729	21,9773	22,0844	22,0201	22,781	3	3	3	193	193	193	20747	5	10275	251840000	18	Q9BRG1	Q9BRG1	Vacuolar protein-sorting-associated protein 25	VPS25
21,9472	22,899	21,1509	20,8408	22,0159	22,8307	22,3887	22,1269	22,7174	22,4022	21,6048	21,6036	23,3602	22,444	22,5805	22,5666	22,166	22,1043	21,9497	22,6092	21,9772	23,0075	21,9853	22,0117	21,575	22,9572	21,0483	21,6182	21,2092	22,5006	21,5379	22,6324	22,1249	22,5162	20,9562	22,3039	22,7658	22,2372	22,8378	24,2331	21,3429	21,2526	22,7093	21,8233	21,9767	1	1	1	38	38	38	3807	10866	35291	9516300	3	Q9BRK3-4;Q9BRK3-3;Q9BRK3;Q9BRK3-2	Q9BRK3-4;Q9BRK3-3;Q9BRK3;Q9BRK3-2	Matrix-remodeling-associated protein 8	MXRA8
21,8686	21,3914	22,9317	21,5058	23,7487	23,2713	23,4928	22,9151	22,3576	22,3308	22,8257	22,1027	22,7796	21,5187	22,9361	22,3292	22,8069	22,8419	22,3071	22,8977	22,6609	22,182	22,2852	22,4263	20,7582	21,9469	23,1952	22,7528	22,1024	21,5651	21,6845	24,2147	23,3141	21,8423	22,8268	22,379	23,0365	21,9693	22,5302	23,9228	23,0919	22,2435	22,9591	21,3464	20,651	4	4	4	181	181	181	39607	40193	50236	240770000	29	Q9BRK5-6;Q9BRK5;Q9BRK5-4;Q9BRK5-3;Q9BRK5-2	Q9BRK5-6;Q9BRK5;Q9BRK5-4;Q9BRK5-3;Q9BRK5-2	45 kDa calcium-binding protein	SDF4
22,0555	22,3268	22,2284	22,4718	24,0464	21,8164	22,4495	22,4559	22,0287	22,2921	22,0007	21,0322	24,2511	22,5869	21,8016	21,9317	21,9063	23,4565	22,6308	21,2649	23,704	23,5388	23,2702	22,7062	22,4142	23,635	23,8595	21,7796	22,478	23,4831	23,0966	21,4673	21,9962	22,1653	22,8633	21,2206	22,455	21,8651	22,1018	24,5682	21,8477	20,5684	22,2351	22,3571	20,8192	2	2	2	59	59	59	4219	16694	25896	318360000	31	Q9BRP4;Q9BRP4-3;Q9BRP4-2	Q9BRP4;Q9BRP4-3;Q9BRP4-2	Proteasomal ATPase-associated factor 1	PAAF1
23,2822	22,288	23,325	23,0086	21,9432	21,6928	22,3683	23,5599	22,3875	23,6273	21,8931	22,5225	23,1507	23,6449	23,1407	23,2736	22,1151	23,0111	21,9009	20,8815	22,6067	21,7081	22,3077	22,6415	23,0123	22,2584	21,2414	23,5078	21,6474	22,0493	23,7025	21,7524	22,2616	22,3607	21,4736	23,3912	21,7443	22,0513	23,0855	24,145	23,3231	23,2094	21,8861	21,7182	23,6981	3	3	3	97	97	97	40526	47081	83915	370770000	35	Q9BRQ8;Q9BRQ8-2	Q9BRQ8;Q9BRQ8-2	Apoptosis-inducing factor 2	AIFM2
24,7015	24,2492	24,7598	24,4629	21,4186	24,5851	24,5796	24,6742	24,4458	24,5706	24,1862	24,7263	24,788	24,7228	24,619	24,7033	24,9055	24,949	24,7944	24,3046	24,7248	24,6912	24,6787	24,5258	24,4113	24,5957	24,7808	24,0939	24,5585	24,7064	24,304	21,8245	24,882	24,5423	24,5254	24,3958	24,5959	24,3395	24,8132	23,5558	24,5309	22,3956	24,6734	24,4642	24,1625	7	7	7	212	212	212	5396	0	20216	1845400000	162	Q9BRR6-2;Q9BRR6;Q9BRR6-4;Q9BRR6-3;Q9BRR6-6;Q9BRR6-5	Q9BRR6-2;Q9BRR6	ADP-dependent glucokinase	ADPGK
22,4025	21,8855	22,9645	23,8697	22,4151	22,8182	22,07	22,5198	21,7699	22,8084	20,8882	22,8295	23,0632	21,8501	22,5197	20,7537	22,2072	22,3969	22,6192	22,2759	22,5099	22,2784	23,5705	21,1279	22,6584	22,3609	22,3809	22,1229	21,2265	22,018	22,4707	21,8242	22,5584	22,2576	22,7956	19,8933	22,954	23,609	22,5056	24,0389	21,7402	21,2939	21,8969	21,2675	22,8529	2	2	2	301	301	301	97724	10575	31519	57665000	1	Q9BRS8-2;Q9BRS8	Q9BRS8-2;Q9BRS8	La-related protein 6	LARP6
22,5675	21,7551	21,6665	23,5286	23,6031	23,0618	22,9726	23,2013	23,3649	22,8483	23,5328	22,6413	22,1937	21,7399	23,1164	23,0338	21,3574	22,5479	22,1553	22,5949	22,3979	22,5957	23,0294	21,8148	23,0983	22,4689	22,3633	22,179	22,9961	22,7086	20,8661	21,9549	23,6934	21,4506	21,5765	22,05	23,2253	21,7719	22,1882	23,9479	23,2711	22,4911	22,2737	23,1343	22,6659	3	3	3	357	357	357	12403	51361	11141	298500000	31	Q9BRT3	Q9BRT3	Migration and invasion enhancer 1	MIEN1
22,3175	22,689	23,1912	21,8143	22,5084	23,4176	23,8732	23,3485	20,969	22,3779	21,5492	21,6453	22,252	21,1039	23,4882	22,9899	21,8909	21,6063	21,5791	22,347	22,6067	22,6377	21,4554	21,3506	23,0219	22,4161	23,6038	21,751	20,9056	23,153	22,8037	22,9494	22,0003	22,261	22,2386	21,5255	23,2827	23,5036	23,2411	24,6801	21,4341	21,8523	21,0417	22,4853	22,819	1	1	1	36	36	36	43359	54855	13799	54174000	22	Q9BRX2	Q9BRX2	Protein pelota homolog	PELO
22,9906	23,5152	22,4694	23,0265	22,6036	21,5201	22,5457	22,5411	22,2069	21,474	21,6126	21,7031	22,4789	21,7601	22,8335	23,0154	21,2545	22,8588	22,4353	23,2977	22,4087	22,3531	22,2357	21,9635	23,4695	21,8426	23,0321	22,9661	22,6164	23,2577	23,8177	22,0749	23,3799	23,0411	21,3367	21,2738	21,8732	24,2938	24,3394	24,7183	22,2791	23,2344	23,8381	23,5947	21,8686	2	2	2	87	87	87	24462	8547	15673	34268000	2	Q9BRX8-2;Q9BRX8	Q9BRX8-2;Q9BRX8	Redox-regulatory protein FAM213A	FAM213A
22,6325	23,16	23,4922	23,4319	23,2636	23,2473	23,5612	23,4046	23,773	21,7042	23,5831	23,1298	23,7195	22,4117	23,1579	22,2871	23,4268	24,0316	23,2564	23,3244	23,8623	23,6927	21,6158	23,7073	23,1406	23,2492	24,1413	22,2924	23,8556	23,9635	20,8212	21,0607	23,1259	22,4498	22,0682	23,8843	21,7187	22,2455	22,9703	25,3388	23,5937	23,0621	22,5738	21,1269	22,8102	7	7	7	123	123	123	81487	47801	88929	640150000	64	Q9BRZ2;Q9BRZ2-2;Q9BRZ2-3	Q9BRZ2;Q9BRZ2-2;Q9BRZ2-3	E3 ubiquitin-protein ligase TRIM56	TRIM56
27,615	27,4509	27,7432	27,2455	28,1512	27,6306	27,3652	27,4057	27,2017	27,4319	27,4195	27,1218	27,6759	27,363	27,5313	27,3724	27,7408	27,1483	27,3486	27,6297	27,5108	27,6801	27,8207	27,7473	27,7635	27,8107	27,7867	27,9755	27,4194	28,0484	27,5964	27,7729	27,793	27,2164	27,6298	27,3975	27,7297	27,9916	28,2985	28,4538	27,0196	27,3856	27,4916	27,4339	27,2609	12	12	12	374	374	374	46971	0	22694	14074000000	539	Q9BS26	Q9BS26	Endoplasmic reticulum resident protein 44	ERP44
22,2612	21,7232	23,5175	23,041	23,384	22,4733	23,1913	22,4132	22,2407	22,1954	20,7621	21,9512	22,1876	21,9574	22,727	22,9922	23,6257	23,3951	22,1411	22,1411	22,7987	21,7654	23,6756	21,9437	21,7027	21,9028	23,1079	22,5197	22,8865	23,166	21,3649	22,8182	22,0782	23,2109	20,6767	21,615	21,4342	22,5961	22,849	24,176	22,9557	21,0298	22,3445	22,3949	23,7293	2	2	2	79	79	79	55614	45851	78831	57601000	6	Q9BSA9;Q9BSA9-2	Q9BSA9;Q9BSA9-2	Transmembrane protein 175	TMEM175
22,5039	22,8241	22,0699	22,7572	22,2864	21,6985	22,5042	22,2997	22,1934	23,2082	21,572	21,3905	22,454	23,6091	21,816	21,3382	21,552	22,2919	23,8009	21,5031	22,6136	22,9108	21,9481	20,887	22,1636	22,2203	23,2444	22,0098	22,0574	22,4045	22,0011	21,6293	21,5879	21,7562	21,7649	22,4512	21,9369	22,4588	22,8389	23,8551	21,457	24,0576	21,1463	22,2496	23,1075	6	6	6	94	94	94	10563	42445	61276	204460000	17	Q9BSJ2-4;Q9BSJ2;Q9BSJ2-3	Q9BSJ2-4;Q9BSJ2;Q9BSJ2-3	Gamma-tubulin complex component 2	TUBGCP2
29,0719	28,7718	28,7041	28,7985	28,779	28,9723	28,6925	28,854	29,0229	28,9677	28,8996	29,3361	28,9524	28,725	28,6945	28,7202	28,8171	28,8068	28,7035	28,5744	28,6261	28,7325	28,823	28,7113	28,5905	28,6503	28,632	28,603	28,594	28,3596	28,7953	28,6227	28,5382	28,9834	28,592	28,841	28,1153	28,3723	28,358	28,2732	29,1297	28,9853	28,9446	28,6156	28,6662	29	29	29	349	349	349	12285	0	32331	31961000000	960	Q9BSJ8;Q9BSJ8-2	Q9BSJ8;Q9BSJ8-2	Extended synaptotagmin-1	ESYT1
22,8988	23,2245	23,2095	23,4581	23,5175	23,5433	23,5852	22,4791	22,8168	22,889	23,3953	22,7504	23,7023	22,7945	23,128	23,2016	23,4038	23,6203	23,4725	23,3868	23,6199	23,4506	22,1648	24,0544	24,3367	24,0716	24,3468	23,915	24,0483	24,3923	24,202	23,8198	24,5852	22,1249	21,8652	24,6584	24,89	25,0112	22,2802	24,7828	23,1339	23,0296	21,6314	21,5003	21,9581	2	2	2	81	81	81	18914	1717	28773	679390000	84	Q9BSK0	Q9BSK0	MARVEL domain-containing protein 1	MARVELD1
22,0404	22,7467	23,5754	22,9223	22,3615	22,5908	23,2778	22,1046	22,0401	22,562	21,9818	21,7332	22,6675	22,5381	21,999	22,7495	22,5491	20,7327	23,2294	21,0658	23,2258	23,1361	21,6459	22,3611	22,588	22,0654	22,773	22,7186	21,6969	22,5126	20,4236	21,7765	21,9146	21,7644	21,7779	21,3247	22,1227	23,4047	21,5772	24,749	22,0225	21,3601	22,8048	21,53	21,9745	2	2	2	59	59	59	47524	39293	46599	78523000	8	Q9BSU1	Q9BSU1	UPF0183 protein C16orf70	C16orf70
23,8375	24,4527	23,2277	24,3607	24,1878	24,0217	23,849	23,8159	24,3407	24,1587	24,0077	23,9359	24,5026	23,8126	23,8557	23,8398	23,4414	23,296	23,9709	23,6132	23,8673	23,9088	23,1694	23,7582	21,8939	23,5997	23,2188	23,322	24,3057	23,403	23,9373	24,1493	23,1608	23,7993	24,3934	24,6545	22,9023	24,1858	22,6544	23,8935	24,223	23,8528	21,6183	24,2786	24,4127	5	5	5	125	125	125	52518	0	19459	1065200000	95	Q9BT22;Q9BT22-2	Q9BT22;Q9BT22-2	Chitobiosyldiphosphodolichol beta-mannosyltransferase	ALG1
22,0213	23,0593	23,0148	22,9324	22,5957	22,9824	21,7822	22,5973	23,3051	22,6123	22,5552	21,7519	23,4307	20,7239	22,7538	22,5209	22,5688	22,7123	21,9196	23,3988	22,9284	22,0146	22,7994	22,8742	22,7968	22,8054	22,5064	22,6065	21,4733	22,5978	20,9117	22,1546	21,6911	22,4365	21,5657	22,1844	23,1012	24,06	22,2732	24,6238	22,6771	22,3859	22,0309	22,7956	21,9206	2	2	2	54	54	54	42783	16767	26212	303290000	35	Q9BT40-2;Q9BT40	Q9BT40-2;Q9BT40	Inositol polyphosphate 5-phosphatase K	INPP5K
26,0785	25,9405	25,4905	25,7314	25,9313	26,0269	25,9564	26,0307	25,9158	25,9254	26,0435	26,2784	25,6887	26,0047	25,8672	25,6798	25,561	25,3136	25,4713	25,608	25,5082	25,6156	26,0702	25,5488	25,4345	25,4224	25,4841	25,5643	25,2586	25,443	25,4783	25,5001	25,1441	26,0127	25,1595	25,4218	24,8154	24,8183	25,5624	25,7642	26,2753	26,1457	26,2766	26,1584	26,046	12	12	12	401	401	401	46268	0	9847	4252900000	261	Q9BT78;Q9BT78-2	Q9BT78;Q9BT78-2	COP9 signalosome complex subunit 4	COPS4
23,6206	22,1449	23,5017	22,8841	21,2151	22,3119	23,442	22,2794	21,5287	23,0772	22,4106	21,6844	22,6658	21,9902	22,8097	21,6196	22,6533	22,347	22,6231	23,0586	22,7129	21,6765	23,2452	22,2347	22,9265	23,3318	21,7548	21,9638	22,0342	22,4699	22,0961	22,3318	23,0938	22,4271	22,9026	21,9254	21,4424	22,3607	23,2356	23,7853	24,3626	24,1181	22,0651	21,7971	21,4481	2	2	2	73	73	73	50413	16734	26075	43514000	4	Q9BTD8;Q9BTD8-4;Q9BTD8-2;Q9BTD8-3	Q9BTD8;Q9BTD8-4;Q9BTD8-2;Q9BTD8-3	RNA-binding protein 42	RBM42
22,8562	21,7006	23,5149	23,6346	21,9897	22,324	22,2329	21,3766	23,5206	21,9503	21,7979	21,8683	23,5089	21,355	21,9797	20,9425	22,8104	21,1858	21,8291	22,0392	21,8874	22,8641	21,9432	22,487	22,2873	22,5109	22,7363	22,1798	21,0316	22,4918	23,4797	21,2887	21,2517	22,4929	20,3247	22,8277	21,9692	22,1217	23,0079	24,4399	21,4542	22,0496	21,4843	22,6411	22,2563	1	1	1	119	119	119	974	31576	20701	19997000	11	Q9BTE1-3;Q9BTE1-2;Q9BTE1	Q9BTE1-3;Q9BTE1-2;Q9BTE1	Dynactin subunit 5	DCTN5
22,4523	21,1941	22,8915	23,0137	23,4707	22,7239	21,7451	22,3375	21,6002	21,8308	23,4538	22,8736	22,9121	23,2903	22,1486	22,735	21,9248	22,0294	22,0841	21,3074	24,1005	21,4745	22,8088	21,1753	20,7748	22,0408	23,7799	23,3464	20,9418	22,3083	21,6584	20,9686	22,3051	21,5821	22,1852	21,5387	21,9408	23,3444	23,2798	23,3308	21,8799	22,5539	22,6949	22,454	22,1714	4	4	4	136	136	136	45479	3712	38992	113500000	12	Q9BTE6;Q9BTE6-2;Q9BTE6-3	Q9BTE6;Q9BTE6-2;Q9BTE6-3	Alanyl-tRNA editing protein Aarsd1	AARSD1
22,0242	22,3042	22,5008	21,5879	22,1527	21,7457	21,7542	22,0813	22,6816	23,1999	22,6177	20,8758	22,8608	22,318	22,1169	22,5585	22,837	22,082	22,9616	22,4725	22,6023	23,1223	23,6022	22,8744	22,4355	21,3316	23,6592	21,5828	21,2002	21,8291	21,7157	22,177	22,0688	22,8683	21,4864	22,7675	21,9929	22,9777	23,26	24,9368	21,9242	22,7679	22,0724	21,8513	21,901	1	1	1	206	206	206	71432	99386	15117	18201000	4	Q9BTM9-3;Q9BTM9;Q9BTM9-2	Q9BTM9-3;Q9BTM9;Q9BTM9-2	Ubiquitin-related modifier 1	URM1
23,2114	22,2946	22,1373	22,6691	23,7159	21,8629	22,2597	22,0617	22,6877	22,2075	22,8367	22,6728	24,1032	21,8444	22,4132	21,8623	22,6161	22,565	22,6939	22,7246	24,1543	22,143	24,0323	21,9849	21,3838	22,8667	22,228	22,7028	22,2953	22,8141	21,9822	20,9002	22,3243	23,0986	23,1048	21,9937	22,4305	23,7564	22,7449	24,4617	23,3415	21,7296	22,0002	22,191	22,1752	3	3	3	268	268	268	25125	46838	82857	60479000	8	Q9BTT0-3;Q9BTT0;Q9BTT0-2	Q9BTT0-3;Q9BTT0;Q9BTT0-2	Acidic leucine-rich nuclear phosphoprotein 32 family member E	ANP32E
22,5477	23,175	25,8042	25,1585	22,0274	25,6913	25,7304	25,6247	25,3104	22,5671	23,8552	24,7523	22,7901	25,2186	25,8089	25,893	25,9431	25,8956	25,0423	25,9146	25,7413	25,9634	22,3749	26,0489	26,001	25,7787	25,9759	25,9224	23,7412	26,1657	25,743	24,7024	23,0779	21,1541	22,2922	26,1646	26,0122	26,0841	22,5977	25,2778	25,7396	25,4539	22,5701	23,6132	21,69	8	8	8	159	159	159	54022	5767	15993	2779700000	90	Q9BTU6	Q9BTU6	Phosphatidylinositol 4-kinase type 2-alpha	PI4K2A
27,9825	28,2274	28,0462	28,1319	28,0428	28,0606	28,0791	28,1725	28,0209	28,2046	28,1646	27,8931	27,9789	27,9406	28,034	28,0342	28,2295	28,1437	28,1646	28,1332	28,1525	28,1069	27,8196	28,0807	28,1581	28,0405	28,0707	27,9233	27,9262	27,8507	27,9349	27,7819	27,8934	27,8034	27,7857	27,8007	28,0098	27,7387	27,6638	27,988	27,9891	28,1222	28,2	28,1608	28,0844	15	15	15	468	468	468	44875	0	14519	20145000000	596	Q9BTV4	Q9BTV4	Transmembrane protein 43	TMEM43
